neighborhood_id,date,total_kwh
3,2025-09-25,4351.81
3,2025-09-26,4414.09
3,2025-09-27,4381.0
3,2025-09-28,3995.47
3,2025-09-29,4115.87
3,2025-09-30,3616.44
3,2025-10-01,4069.42
3,2025-10-02,4486.77
3,2025-10-03,3882.38
3,2025-10-04,4435.32
3,2025-10-05,4130.91
3,2025-10-06,3647.71
3,2025-10-07,3740.72
3,2025-10-08,4408.64
3,2025-10-09,4290.99
3,2025-10-10,4145.96
3,2025-10-11,4025.77
3,2025-10-12,4189.34
3,2025-10-13,4414.71
3,2025-10-14,4616.49
3,2025-10-15,4638.03
3,2025-10-16,4262.8
3,2025-10-17,4088.51
3,2025-10-18,4200.4
3,2025-10-19,4332.21
3,2025-10-20,4338.23
3,2025-10-21,4609.71
3,2025-10-22,4888.55
3,2025-10-23,4120.33
3,2025-10-24,4921.7
3,2025-10-25,4601.19
3,2025-10-26,4182.04
3,2025-10-27,4732.37
3,2025-10-28,4807.06
3,2025-10-29,4089.94
3,2025-10-30,4847.05
3,2025-10-31,4635.38
3,2025-11-01,5090.77
3,2025-11-02,4146.1
3,2025-11-03,4182.22
3,2025-11-04,3616.63
3,2025-11-05,4527.22
3,2025-11-06,4472.99
3,2025-11-07,4160.0
3,2025-11-08,4341.49
3,2025-11-09,3924.43
3,2025-11-10,4820.64
3,2025-11-11,4240.84
3,2025-11-12,5525.2
3,2025-11-13,4381.98
3,2025-11-14,4189.16
3,2025-11-15,4328.64
3,2025-11-16,3985.19
3,2025-11-17,4683.31
3,2025-11-18,4374.24
3,2025-11-19,4954.7
3,2025-11-20,4460.76
3,2025-11-21,5085.9
3,2025-11-22,4875.36
3,2025-11-23,4625.65
3,2025-11-24,5219.41
3,2025-11-25,5006.86
3,2025-11-26,5772.5
3,2025-11-27,4537.06
3,2025-11-28,4739.07
3,2025-11-29,5323.51
3,2025-11-30,4163.32
3,2025-12-01,5272.54
3,2025-12-02,4958.7
3,2025-12-03,4469.05
3,2025-12-04,4304.78
3,2025-12-05,4591.51
3,2025-12-06,3982.85
3,2025-12-07,4703.27
3,2025-12-08,5161.29
3,2025-12-09,4749.89
3,2025-12-10,5510.69
3,2025-12-11,5643.31
3,2025-12-12,5514.47
3,2025-12-13,5118.77
3,2025-12-14,4109.5
3,2025-12-15,4785.36
3,2025-12-16,5035.53
3,2025-12-17,4750.24
3,2025-12-18,5081.53
3,2025-12-19,5826.63
3,2025-12-20,4502.11
3,2025-12-21,5962.59
3,2025-12-22,5601.17
3,2025-12-23,5366.88
3,2025-12-24,4976.12
3,2025-12-25,4930.12
3,2025-12-26,4631.45
3,2025-12-27,6081.95
3,2025-12-28,6031.64
3,2025-12-29,4787.55
3,2025-12-30,5178.41
3,2025-12-31,5630.0
4,2025-01-01,3709.53
4,2025-01-02,3636.39
4,2025-01-03,3234.64
4,2025-01-04,3576.47
4,2025-01-05,3997.14
4,2025-01-06,4562.37
4,2025-01-07,3505.61
4,2025-01-08,3508.77
4,2025-01-09,3455.35
4,2025-01-10,3430.37
4,2025-01-11,4345.63
4,2025-01-12,4455.28
4,2025-01-13,4052.29
4,2025-01-14,3861.36
4,2025-01-15,4604.46
4,2025-01-16,4099.47
4,2025-01-17,4412.76
4,2025-01-18,3906.35
4,2025-01-19,4104.79
4,2025-01-20,3699.42
4,2025-01-21,4328.76
4,2025-01-22,4199.83
4,2025-01-23,3854.76
4,2025-01-24,3873.3
4,2025-01-25,4722.71
4,2025-01-26,4859.0
4,2025-01-27,4139.98
4,2025-01-28,4249.39
4,2025-01-29,4376.79
4,2025-01-30,4305.86
4,2025-01-31,3697.85
4,2025-02-01,4430.54
4,2025-02-02,3580.03
4,2025-02-03,4059.05
4,2025-02-04,4500.39
4,2025-02-05,4547.32
4,2025-02-06,4070.38
4,2025-02-07,4205.56
4,2025-02-08,4170.72
4,2025-02-09,4355.5
4,2025-02-10,4394.91
4,2025-02-11,4653.09
4,2025-02-12,4246.09
4,2025-02-13,4574.09
4,2025-02-14,4634.03
4,2025-02-15,4536.02
4,2025-02-16,4383.8
4,2025-02-17,4553.03
4,2025-02-18,4769.94
4,2025-02-19,4813.13
4,2025-02-20,5177.7
4,2025-02-21,4172.74
4,2025-02-22,4382.11
4,2025-02-23,3964.54
4,2025-02-24,4901.79
4,2025-02-25,4449.34
4,2025-02-26,4656.69
4,2025-02-27,4368.4
4,2025-02-28,4479.1
4,2025-03-01,5058.97
4,2025-03-02,4872.94
4,2025-03-03,4583.55
4,2025-03-04,4917.39
4,2025-03-05,4933.84
4,2025-03-06,4502.56
4,2025-03-07,4108.25
4,2025-03-08,4327.01
4,2025-03-09,4168.42
4,2025-03-10,5111.21
4,2025-03-11,5183.09
4,2025-03-12,5282.82
4,2025-03-13,3935.28
4,2025-03-14,5101.82
4,2025-03-15,5536.77
4,2025-03-16,5128.08
4,2025-03-17,3902.57
4,2025-03-18,5385.64
4,2025-03-19,4738.05
4,2025-03-20,4638.27
4,2025-03-21,4900.38
4,2025-03-22,4335.79
4,2025-03-23,4737.05
4,2025-03-24,5353.02
4,2025-03-25,4977.25
4,2025-03-26,4765.51
4,2025-03-27,4779.27
4,2025-03-28,4298.23
4,2025-03-29,4691.23
4,2025-03-30,4128.32
4,2025-03-31,5138.56
4,2025-04-01,3919.86
4,2025-04-02,5075.65
4,2025-04-03,5122.89
4,2025-04-04,5251.48
4,2025-04-05,4782.68
4,2025-04-06,5096.99
4,2025-04-07,4686.9
4,2025-04-08,4295.52
4,2025-04-09,5325.32
4,2025-04-10,4705.54
4,2025-04-11,4205.5
4,2025-04-12,4560.47
4,2025-04-13,4572.67
4,2025-04-14,4906.13
4,2025-04-15,5615.69
4,2025-04-16,4921.69
4,2025-04-17,4798.39
4,2025-04-18,5642.56
4,2025-04-19,5080.49
4,2025-04-20,4802.47
4,2025-04-21,4521.36
4,2025-04-22,4815.16
4,2025-04-23,4665.86
4,2025-04-24,4719.19
4,2025-04-25,5170.8
4,2025-04-26,4470.47
4,2025-04-27,4857.49
4,2025-04-28,5012.6
4,2025-04-29,4405.38
4,2025-04-30,4338.74
4,2025-05-01,4580.97
4,2025-05-02,4457.9
4,2025-05-03,5046.68
4,2025-05-04,4242.69
4,2025-05-05,4628.92
4,2025-05-06,5530.74
4,2025-05-07,4737.29
4,2025-05-08,4788.51
4,2025-05-09,4990.93
4,2025-05-10,4388.31
4,2025-05-11,4153.69
4,2025-05-12,4600.91
4,2025-05-13,4622.51
4,2025-05-14,3931.15
4,2025-05-15,4640.04
4,2025-05-16,4878.4
4,2025-05-17,4155.11
4,2025-05-18,4626.79
4,2025-05-19,4777.63
4,2025-05-20,4656.17
4,2025-05-21,4676.99
4,2025-05-22,4336.47
4,2025-05-23,4012.8
4,2025-05-24,4240.69
4,2025-05-25,4179.61
4,2025-05-26,4344.15
4,2025-05-27,4740.33
4,2025-05-28,3889.69
4,2025-05-29,4382.28
4,2025-05-30,3951.26
4,2025-05-31,4050.0
4,2025-06-01,4482.73
4,2025-06-02,3869.71
4,2025-06-03,4513.01
4,2025-06-04,3788.72
4,2025-06-05,4459.68
4,2025-06-06,3696.14
4,2025-06-07,3996.61
4,2025-06-08,4825.18
4,2025-06-09,4745.16
4,2025-06-10,4022.2
4,2025-06-11,4273.56
4,2025-06-12,4526.7
4,2025-06-13,4337.79
4,2025-06-14,4008.44
4,2025-06-15,3838.01
4,2025-06-16,4349.29
4,2025-06-17,4417.56
4,2025-06-18,4589.17
4,2025-06-19,3476.88
4,2025-06-20,3602.12
4,2025-06-21,4358.11
4,2025-06-22,3478.46
4,2025-06-23,4347.19
4,2025-06-24,3871.39
4,2025-06-25,3759.44
4,2025-06-26,3970.89
4,2025-06-27,3471.69
4,2025-06-28,4129.51
4,2025-06-29,4379.27
4,2025-06-30,4109.02
4,2025-07-01,3749.69
4,2025-07-02,3340.13
4,2025-07-03,3337.45
4,2025-07-04,3374.4
4,2025-07-05,3756.02
4,2025-07-06,3777.34
4,2025-07-07,3986.01
4,2025-07-08,3177.6
4,2025-07-09,4082.04
4,2025-07-10,3882.6
4,2025-07-11,3566.31
4,2025-07-12,3298.88
4,2025-07-13,3992.52
4,2025-07-14,3526.97
4,2025-07-15,3591.96
4,2025-07-16,3691.69
4,2025-07-17,3305.38
4,2025-07-18,3469.93
4,2025-07-19,3779.0
4,2025-07-20,3733.76
4,2025-07-21,3719.76
4,2025-07-22,3165.3
4,2025-07-23,3406.49
4,2025-07-24,3347.29
4,2025-07-25,3558.78
4,2025-07-26,3518.64
4,2025-07-27,3454.07
4,2025-07-28,4066.83
4,2025-07-29,3303.35
4,2025-07-30,3257.55
4,2025-07-31,3042.64
4,2025-08-01,2927.83
4,2025-08-02,2999.8
4,2025-08-03,3119.94
4,2025-08-04,3641.8
4,2025-08-05,3292.82
4,2025-08-06,3319.46
4,2025-08-07,3230.35
4,2025-08-08,3336.86
4,2025-08-09,3591.14
4,2025-08-10,2702.99
4,2025-08-11,3515.38
4,2025-08-12,2548.6
4,2025-08-13,3185.27
4,2025-08-14,3720.97
4,2025-08-15,3325.49
4,2025-08-16,3235.64
4,2025-08-17,3631.5
4,2025-08-18,2943.28
4,2025-08-19,3215.29
4,2025-08-20,3239.53
4,2025-08-21,2956.5
4,2025-08-22,2968.0
4,2025-08-23,2931.03
4,2025-08-24,3075.44
4,2025-08-25,3177.24
4,2025-08-26,3064.23
4,2025-08-27,3196.44
4,2025-08-28,2540.41
4,2025-08-29,2953.85
4,2025-08-30,2752.07
4,2025-08-31,3061.01
4,2025-09-01,3048.89
4,2025-09-02,2944.85
4,2025-09-03,3085.47
4,2025-09-04,3192.84
4,2025-09-05,2935.13
4,2025-09-06,2694.72
4,2025-09-07,2564.06
4,2025-09-08,2937.21
4,2025-09-09,2978.93
4,2025-09-10,2690.08
4,2025-09-11,3079.4
4,2025-09-12,2798.18
4,2025-09-13,2515.28
4,2025-09-14,3185.39
4,2025-09-15,3154.13
4,2025-09-16,2419.93
4,2025-09-17,2751.25
4,2025-09-18,2738.48
4,2025-09-19,3250.09
4,2025-09-20,2847.02
4,2025-09-21,2523.61
4,2025-09-22,3065.89
4,2025-09-23,2579.48
4,2025-09-24,2799.35
4,2025-09-25,2680.92
4,2025-09-26,2727.08
4,2025-09-27,3067.59
4,2025-09-28,3199.58
4,2025-09-29,2560.8
4,2025-09-30,2993.67
4,2025-10-01,2683.43
4,2025-10-02,2690.45
4,2025-10-03,2962.56
4,2025-10-04,2616.7
4,2025-10-05,2959.3
4,2025-10-06,3019.63
4,2025-10-07,2755.56
4,2025-10-08,3159.14
4,2025-10-09,2566.83
4,2025-10-10,3167.84
4,2025-10-11,2417.3
4,2025-10-12,3484.02
4,2025-10-13,2775.0
4,2025-10-14,2604.49
4,2025-10-15,2821.54
4,2025-10-16,2637.87
4,2025-10-17,2972.25
4,2025-10-18,3203.29
4,2025-10-19,2662.18
4,2025-10-20,3031.23
4,2025-10-21,2546.28
4,2025-10-22,3147.86
4,2025-10-23,3010.32
4,2025-10-24,3170.63
4,2025-10-25,2896.9
4,2025-10-26,2829.97
4,2025-10-27,3130.67
4,2025-10-28,2637.55
4,2025-10-29,2541.34
4,2025-10-30,2959.42
4,2025-10-31,2875.85
4,2025-11-01,3108.26
4,2025-11-02,3245.27
4,2025-11-03,3120.77
4,2025-11-04,3244.89
4,2025-11-05,3088.19
4,2025-11-06,3139.57
4,2025-11-07,3001.24
4,2025-11-08,3152.25
4,2025-11-09,3089.73
4,2025-11-10,3138.78
4,2025-11-11,3028.59
4,2025-11-12,3279.42
4,2025-11-13,2915.19
4,2025-11-14,3097.29
4,2025-11-15,3439.71
4,2025-11-16,2887.28
4,2025-11-17,2593.64
4,2025-11-18,3240.07
4,2025-11-19,3094.82
4,2025-11-20,3428.46
4,2025-11-21,3151.05
4,2025-11-22,3042.28
4,2025-11-23,3190.09
4,2025-11-24,3504.24
4,2025-11-25,3384.45
4,2025-11-26,2616.18
4,2025-11-27,3310.62
4,2025-11-28,3337.48
4,2025-11-29,3284.61
4,2025-11-30,3141.84
4,2025-12-01,3634.29
4,2025-12-02,3662.99
4,2025-12-03,2756.03
4,2025-12-04,3145.65
4,2025-12-05,3335.64
4,2025-12-06,3646.58
4,2025-12-07,3413.69
4,2025-12-08,3232.14
4,2025-12-09,3629.09
4,2025-12-10,3390.98
4,2025-12-11,3432.01
4,2025-12-12,3472.34
4,2025-12-13,3655.93
4,2025-12-14,3424.21
4,2025-12-15,3720.29
4,2025-12-16,3521.49
4,2025-12-17,3254.26
4,2025-12-18,3563.31
4,2025-12-19,3298.19
4,2025-12-20,3617.54
4,2025-12-21,3862.08
4,2025-12-22,3325.39
4,2025-12-23,3760.46
4,2025-12-24,3426.74
4,2025-12-25,3745.86
4,2025-12-26,3957.43
4,2025-12-27,3085.36
4,2025-12-28,3402.2
4,2025-12-29,3640.81
4,2025-12-30,3862.85
4,2025-12-31,3733.87
5,2025-01-01,3897.27
5,2025-01-02,4016.29
5,2025-01-03,4275.16
5,2025-01-04,3934.78
5,2025-01-05,4167.12
5,2025-01-06,3543.52
5,2025-01-07,3695.56
5,2025-01-08,4319.71
5,2025-01-09,3709.05
5,2025-01-10,4232.03
5,2025-01-11,4122.15
5,2025-01-12,4066.02
5,2025-01-13,3926.32
5,2025-01-14,4528.95
5,2025-01-15,4825.16
5,2025-01-16,4357.45
5,2025-01-17,4382.08
5,2025-01-18,4054.3
5,2025-01-19,3892.91
5,2025-01-20,4307.44
5,2025-01-21,3999.54
5,2025-01-22,3736.2
5,2025-01-23,4650.49
5,2025-01-24,4684.55
5,2025-01-25,4098.98
5,2025-01-26,4503.31
5,2025-01-27,4787.98
5,2025-01-28,4521.09
5,2025-01-29,4037.4
5,2025-01-30,4395.19
5,2025-01-31,4970.66
5,2025-02-01,4597.67
5,2025-02-02,4718.41
5,2025-02-03,4661.93
5,2025-02-04,4240.77
5,2025-02-05,4339.79
5,2025-02-06,4704.88
5,2025-02-07,4894.88
5,2025-02-08,5013.88
5,2025-02-09,4304.66
5,2025-02-10,4795.94
5,2025-02-11,5089.97
5,2025-02-12,4293.43
5,2025-02-13,5230.31
5,2025-02-14,5301.48
5,2025-02-15,5686.25
5,2025-02-16,4798.6
5,2025-02-17,4812.88
5,2025-02-18,5048.6
5,2025-02-19,5049.83
5,2025-02-20,5186.96
5,2025-02-21,5068.45
5,2025-02-22,4739.63
5,2025-02-23,5259.19
5,2025-02-24,4389.79
5,2025-02-25,4813.69
5,2025-02-26,5424.52
5,2025-02-27,4347.86
5,2025-02-28,4578.17
5,2025-03-01,5110.33
5,2025-03-02,5011.77
5,2025-03-03,4526.62
5,2025-03-04,4713.44
5,2025-03-05,4422.61
5,2025-03-06,5275.59
5,2025-03-07,4799.23
5,2025-03-08,5610.42
5,2025-03-09,4945.9
5,2025-03-10,4834.36
5,2025-03-11,4802.54
5,2025-03-12,4837.34
5,2025-03-13,4983.54
5,2025-03-14,5939.49
5,2025-03-15,4816.73
5,2025-03-16,4834.66
5,2025-03-17,4987.05
5,2025-03-18,5398.74
5,2025-03-19,4404.98
5,2025-03-20,5155.08
5,2025-03-21,4652.22
5,2025-03-22,5201.67
5,2025-03-23,4787.48
5,2025-03-24,4067.95
5,2025-03-25,5137.35
5,2025-03-26,5136.34
5,2025-03-27,4762.75
5,2025-03-28,4740.69
5,2025-03-29,4472.96
5,2025-03-30,5307.46
5,2025-03-31,5351.97
5,2025-04-01,4648.06
5,2025-04-02,4783.91
5,2025-04-03,4974.49
5,2025-04-04,5907.68
5,2025-04-05,5216.76
5,2025-04-06,4620.61
5,2025-04-07,5117.98
5,2025-04-08,4444.87
5,2025-04-09,5279.95
5,2025-04-10,5660.02
5,2025-04-11,5658.95
5,2025-04-12,5278.96
5,2025-04-13,4750.25
5,2025-04-14,4461.28
5,2025-04-15,4418.52
5,2025-04-16,3855.81
5,2025-04-17,5243.58
5,2025-04-18,4922.53
5,2025-04-19,5319.28
5,2025-04-20,5519.48
5,2025-04-21,4987.8
5,2025-04-22,5000.37
5,2025-04-23,4753.39
5,2025-04-24,4794.1
5,2025-04-25,5211.15
5,2025-04-26,4848.88
5,2025-04-27,4785.18
5,2025-04-28,4896.06
5,2025-04-29,5242.87
5,2025-04-30,4617.09
5,2025-05-01,4853.93
5,2025-05-02,4967.19
5,2025-05-03,5314.41
5,2025-05-04,4761.29
5,2025-05-05,4566.91
5,2025-05-06,4648.44
5,2025-05-07,5232.83
5,2025-05-08,5599.89
5,2025-05-09,4301.22
5,2025-05-10,4375.83
5,2025-05-11,4720.92
5,2025-05-12,4817.16
5,2025-05-13,5063.7
5,2025-05-14,4413.75
5,2025-05-15,4337.89
5,2025-05-16,4781.7
5,2025-05-17,4620.05
5,2025-05-18,5054.33
5,2025-05-19,4876.16
5,2025-05-20,4888.63
5,2025-05-21,4628.94
5,2025-05-22,5532.28
5,2025-05-23,4330.85
5,2025-05-24,4854.84
5,2025-05-25,4146.39
5,2025-05-26,4206.36
5,2025-05-27,4364.78
5,2025-05-28,5169.83
5,2025-05-29,4655.75
5,2025-05-30,4330.44
5,2025-05-31,4666.34
5,2025-06-01,4528.66
5,2025-06-02,4323.99
5,2025-06-03,3984.93
5,2025-06-04,4985.61
5,2025-06-05,4530.6
5,2025-06-06,5212.61
5,2025-06-07,4757.77
5,2025-06-08,4603.73
5,2025-06-09,4240.53
5,2025-06-10,3994.01
5,2025-06-11,4285.64
5,2025-06-12,3954.67
5,2025-06-13,4554.5
5,2025-06-14,4876.34
5,2025-06-15,4206.94
5,2025-06-16,4603.54
5,2025-06-17,4028.49
5,2025-06-18,4144.16
5,2025-06-19,3954.41
5,2025-06-20,3494.4
5,2025-06-21,4184.32
5,2025-06-22,4222.63
5,2025-06-23,4517.67
5,2025-06-24,4409.52
5,2025-06-25,4395.85
5,2025-06-26,3791.18
5,2025-06-27,4244.96
5,2025-06-28,4593.51
5,2025-06-29,4183.51
5,2025-06-30,4634.36
5,2025-07-01,4675.95
5,2025-07-02,3922.43
5,2025-07-03,3768.77
5,2025-07-04,3732.0
5,2025-07-05,3476.96
5,2025-07-06,3776.31
5,2025-07-07,4301.5
5,2025-07-08,3216.77
5,2025-07-09,3565.54
5,2025-07-10,3831.79
5,2025-07-11,3583.65
5,2025-07-12,3675.25
5,2025-07-13,3663.58
5,2025-07-14,3724.88
5,2025-07-15,3565.44
5,2025-07-16,3524.97
5,2025-07-17,4033.4
5,2025-07-18,4049.99
5,2025-07-19,3308.87
5,2025-07-20,2885.66
5,2025-07-21,4000.45
5,2025-07-22,3309.68
5,2025-07-23,3716.5
5,2025-07-24,3182.51
5,2025-07-25,3998.27
5,2025-07-26,4340.19
5,2025-07-27,3643.08
5,2025-07-28,3548.01
5,2025-07-29,3467.67
5,2025-07-30,3765.67
5,2025-07-31,3689.02
5,2025-08-01,3795.73
5,2025-08-02,3322.93
5,2025-08-03,3578.65
5,2025-08-04,3318.64
5,2025-08-05,3162.36
5,2025-08-06,3429.05
5,2025-08-07,3173.3
5,2025-08-08,3732.53
5,2025-08-09,3163.98
5,2025-08-10,3483.08
5,2025-08-11,3208.42
5,2025-08-12,3432.3
5,2025-08-13,3204.56
5,2025-08-14,2996.75
5,2025-08-15,3447.61
5,2025-08-16,3244.37
5,2025-08-17,3369.71
5,2025-08-18,3169.65
5,2025-08-19,2922.94
5,2025-08-20,3541.09
5,2025-08-21,3438.66
5,2025-08-22,3089.26
5,2025-08-23,3243.05
5,2025-08-24,3482.23
5,2025-08-25,3086.61
5,2025-08-26,3116.33
5,2025-08-27,3245.44
5,2025-08-28,3057.02
5,2025-08-29,3380.95
5,2025-08-30,3112.06
5,2025-08-31,2948.31
5,2025-09-01,3289.52
5,2025-09-02,2842.4
5,2025-09-03,3622.82
5,2025-09-04,3505.84
5,2025-09-05,3231.61
5,2025-09-06,3202.93
5,2025-09-07,3183.85
5,2025-09-08,2961.74
5,2025-09-09,3148.8
5,2025-09-10,2842.55
5,2025-09-11,3186.51
5,2025-09-12,3269.42
5,2025-09-13,2959.27
5,2025-09-14,2901.23
5,2025-09-15,2746.22
5,2025-09-16,3390.62
5,2025-09-17,2906.92
5,2025-09-18,2979.68
5,2025-09-19,3096.53
5,2025-09-20,3088.51
5,2025-09-21,3197.2
5,2025-09-22,2922.52
5,2025-09-23,2736.95
5,2025-09-24,2692.61
5,2025-09-25,2867.35
5,2025-09-26,2776.02
5,2025-09-27,2930.33
5,2025-09-28,3316.05
5,2025-09-29,2910.48
5,2025-09-30,2909.74
5,2025-10-01,2996.08
5,2025-10-02,2902.6
5,2025-10-03,2983.99
5,2025-10-04,3130.52
5,2025-10-05,3213.94
5,2025-10-06,3243.59
5,2025-10-07,3498.32
5,2025-10-08,3142.62
5,2025-10-09,3545.37
5,2025-10-10,2823.02
5,2025-10-11,3516.6
5,2025-10-12,2923.7
5,2025-10-13,2950.52
5,2025-10-14,2993.1
5,2025-10-15,2972.91
5,2025-10-16,3050.68
5,2025-10-17,2893.4
5,2025-10-18,3240.57
5,2025-10-19,2909.09
5,2025-10-20,3208.79
5,2025-10-21,3427.63
5,2025-10-22,2972.66
5,2025-10-23,3260.95
5,2025-10-24,3209.83
5,2025-10-25,3633.89
5,2025-10-26,2961.18
5,2025-10-27,3289.65
5,2025-10-28,2697.01
5,2025-10-29,2984.66
5,2025-10-30,3203.95
5,2025-10-31,3472.22
5,2025-11-01,2825.26
5,2025-11-02,3338.71
5,2025-11-03,3134.18
5,2025-11-04,2774.75
5,2025-11-05,3214.79
5,2025-11-06,3613.05
5,2025-11-07,2902.6
5,2025-11-08,3170.44
5,2025-11-09,2955.7
5,2025-11-10,3098.94
5,2025-11-11,3600.65
5,2025-11-12,3171.21
5,2025-11-13,3617.69
5,2025-11-14,3554.15
5,2025-11-15,3181.21
5,2025-11-16,3156.06
5,2025-11-17,3063.89
5,2025-11-18,3066.16
5,2025-11-19,3419.45
5,2025-11-20,3333.01
5,2025-11-21,3184.11
5,2025-11-22,2947.63
5,2025-11-23,3406.57
5,2025-11-24,3264.05
5,2025-11-25,3352.0
5,2025-11-26,3502.46
5,2025-11-27,2746.08
5,2025-11-28,3024.61
5,2025-11-29,4097.93
5,2025-11-30,3335.61
5,2025-12-01,2788.13
5,2025-12-02,3099.45
5,2025-12-03,4221.05
5,2025-12-04,3337.49
5,2025-12-05,3881.01
5,2025-12-06,3601.71
5,2025-12-07,3443.73
5,2025-12-08,3821.66
5,2025-12-09,2924.84
5,2025-12-10,3211.67
5,2025-12-11,3502.63
5,2025-12-12,3268.94
5,2025-12-13,3507.73
5,2025-12-14,3947.35
5,2025-12-15,3750.67
5,2025-12-16,4124.8
5,2025-12-17,3803.09
5,2025-12-18,4059.88
5,2025-12-19,3758.63
5,2025-12-20,3615.61
5,2025-12-21,4263.17
5,2025-12-22,3611.36
5,2025-12-23,3951.39
5,2025-12-24,4100.23
5,2025-12-25,4140.89
5,2025-12-26,3533.49
5,2025-12-27,4243.33
5,2025-12-28,3623.24
5,2025-12-29,4204.37
5,2025-12-30,4135.27
5,2025-12-31,4243.53
6,2025-01-01,3181.38
6,2025-01-02,3346.34
6,2025-01-03,3627.05
6,2025-01-04,3889.18
6,2025-01-05,4211.4
6,2025-01-06,3537.4
6,2025-01-07,3859.39
6,2025-01-08,3955.73
6,2025-01-09,3404.94
6,2025-01-10,4177.91
6,2025-01-11,3358.68
6,2025-01-12,3925.04
6,2025-01-13,3791.72
6,2025-01-14,3732.64
6,2025-01-15,4491.01
6,2025-01-16,3655.27
6,2025-01-17,3664.7
6,2025-01-18,4176.78
6,2025-01-19,4020.1
6,2025-01-20,4193.68
6,2025-01-21,3853.56
6,2025-01-22,3929.25
6,2025-01-23,4431.12
6,2025-01-24,3602.08
6,2025-01-25,3842.28
6,2025-01-26,4136.28
6,2025-01-27,3840.57
6,2025-01-28,3736.73
6,2025-01-29,4123.19
6,2025-01-30,4363.44
6,2025-01-31,3910.84
6,2025-02-01,3914.99
6,2025-02-02,3775.19
6,2025-02-03,3899.75
6,2025-02-04,4354.4
6,2025-02-05,4045.66
6,2025-02-06,3772.34
6,2025-02-07,4129.14
6,2025-02-08,4397.48
6,2025-02-09,3885.43
6,2025-02-10,3646.42
6,2025-02-11,4808.84
6,2025-02-12,3650.64
6,2025-02-13,3996.25
6,2025-02-14,4202.13
6,2025-02-15,4046.29
6,2025-02-16,4122.32
6,2025-02-17,4349.6
6,2025-02-18,3370.58
6,2025-02-19,3754.79
6,2025-02-20,4203.07
6,2025-02-21,4062.26
6,2025-02-22,4251.15
6,2025-02-23,4293.77
6,2025-02-24,3510.76
6,2025-02-25,4666.61
6,2025-02-26,4074.67
6,2025-02-27,3957.93
6,2025-02-28,4331.71
6,2025-03-01,4305.38
6,2025-03-02,4686.09
6,2025-03-03,4377.49
6,2025-03-04,4689.36
6,2025-03-05,3976.28
6,2025-03-06,4354.77
6,2025-03-07,3928.03
6,2025-03-08,4352.88
6,2025-03-09,4285.84
6,2025-03-10,4276.91
6,2025-03-11,4285.66
6,2025-03-12,4598.58
6,2025-03-13,3788.93
6,2025-03-14,4039.74
6,2025-03-15,4343.75
6,2025-03-16,3951.1
6,2025-03-17,4382.87
6,2025-03-18,4353.04
6,2025-03-19,3883.35
6,2025-03-20,3869.2
6,2025-03-21,3461.79
6,2025-03-22,3956.36
6,2025-03-23,4392.34
6,2025-03-24,4444.69
6,2025-03-25,4463.06
6,2025-03-26,4120.67
6,2025-03-27,4389.45
6,2025-03-28,4537.13
6,2025-03-29,3952.41
6,2025-03-30,4443.01
6,2025-03-31,4631.41
6,2025-04-01,4227.99
6,2025-04-02,4774.96
6,2025-04-03,4236.33
6,2025-04-04,4097.8
6,2025-04-05,4596.0
6,2025-04-06,5114.72
6,2025-04-07,4428.07
6,2025-04-08,4619.99
6,2025-04-09,4216.17
6,2025-04-10,3956.79
6,2025-04-11,4449.42
6,2025-04-12,4502.5
6,2025-04-13,4260.37
6,2025-04-14,4604.31
6,2025-04-15,4150.68
6,2025-04-16,4060.6
6,2025-04-17,4743.79
6,2025-04-18,4741.17
6,2025-04-19,4143.15
6,2025-04-20,4959.77
6,2025-04-21,4255.48
6,2025-04-22,4380.1
6,2025-04-23,4315.99
6,2025-04-24,4521.85
6,2025-04-25,4428.45
6,2025-04-26,4417.76
6,2025-04-27,3969.74
6,2025-04-28,3732.9
6,2025-04-29,4703.05
6,2025-04-30,4114.7
6,2025-05-01,4278.51
6,2025-05-02,4400.16
6,2025-05-03,4838.35
6,2025-05-04,4327.91
6,2025-05-05,4130.07
6,2025-05-06,4078.28
6,2025-05-07,4235.44
6,2025-05-08,3931.07
6,2025-05-09,4240.41
6,2025-05-10,4204.01
6,2025-05-11,4765.48
6,2025-05-12,4174.72
6,2025-05-13,3547.58
6,2025-05-14,5078.0
6,2025-05-15,4492.65
6,2025-05-16,4856.43
6,2025-05-17,3768.02
6,2025-05-18,4068.33
6,2025-05-19,4353.88
6,2025-05-20,4296.79
6,2025-05-21,4209.7
6,2025-05-22,3376.42
6,2025-05-23,3526.16
6,2025-05-24,4568.83
6,2025-05-25,4613.31
6,2025-05-26,4015.77
6,2025-05-27,4487.33
6,2025-05-28,3696.27
6,2025-05-29,3758.27
6,2025-05-30,3647.91
6,2025-05-31,3716.77
6,2025-06-01,4204.83
6,2025-06-02,3688.64
6,2025-06-03,4656.34
6,2025-06-04,4080.34
6,2025-06-05,4262.35
6,2025-06-06,4061.72
6,2025-06-07,4273.22
6,2025-06-08,3611.59
6,2025-06-09,4314.87
6,2025-06-10,3896.68
6,2025-06-11,4210.56
6,2025-06-12,3384.48
6,2025-06-13,3865.78
6,2025-06-14,3840.49
6,2025-06-15,3594.59
6,2025-06-16,3861.81
6,2025-06-17,4215.09
6,2025-06-18,3530.02
6,2025-06-19,4010.01
